DATAFLOW,LAST UPDATE,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DK,09019090,1,QUANTITY_IN_100KG,2013,146.63,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DK,09019090,1,QUANTITY_IN_100KG,2023,41.97,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DK,TOTAL,1,QUANTITY_IN_100KG,2013,255200047.36,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DK,TOTAL,1,QUANTITY_IN_100KG,2023,231563855.34,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DM,090112,1,QUANTITY_IN_100KG,2013,8.00,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DM,090112,1,QUANTITY_IN_100KG,2023,0.02,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DM,TOTAL,1,QUANTITY_IN_100KG,2013,1994550.38,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DM,TOTAL,1,QUANTITY_IN_100KG,2023,296996.93,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DO,090111,1,QUANTITY_IN_100KG,2013,11828.39,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DO,090111,1,QUANTITY_IN_100KG,2023,4004.46,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DO,090121,1,QUANTITY_IN_100KG,2013,210.42,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DO,090121,1,QUANTITY_IN_100KG,2023,167.82,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DO,090122,1,QUANTITY_IN_100KG,2013,0.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DO,090122,1,QUANTITY_IN_100KG,2023,0.33,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DO,09019010,1,QUANTITY_IN_100KG,2023,0.08,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DO,09019090,1,QUANTITY_IN_100KG,2023,0.02,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DO,TOTAL,1,QUANTITY_IN_100KG,2013,3526155.29,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DO,TOTAL,1,QUANTITY_IN_100KG,2023,4074788.21,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DZ,090111,1,QUANTITY_IN_100KG,2023,0.68,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DZ,090121,1,QUANTITY_IN_100KG,2013,0.04,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DZ,090121,1,QUANTITY_IN_100KG,2023,37.59,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DZ,090122,1,QUANTITY_IN_100KG,2023,16.80,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DZ,09019010,1,QUANTITY_IN_100KG,2023,2.27,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DZ,09019090,1,QUANTITY_IN_100KG,2023,0.09,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DZ,TOTAL,1,QUANTITY_IN_100KG,2013,525332745.79,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,DZ,TOTAL,1,QUANTITY_IN_100KG,2023,561770262.96,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EC,090111,1,QUANTITY_IN_100KG,2013,4117.83,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EC,090111,1,QUANTITY_IN_100KG,2023,3854.45,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EC,090112,1,QUANTITY_IN_100KG,2013,0.02,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EC,090121,1,QUANTITY_IN_100KG,2013,34.59,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EC,090121,1,QUANTITY_IN_100KG,2023,88.60,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EC,090122,1,QUANTITY_IN_100KG,2013,0.18,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EC,090122,1,QUANTITY_IN_100KG,2023,1.10,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EC,09019010,1,QUANTITY_IN_100KG,2023,0.09,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EC,TOTAL,1,QUANTITY_IN_100KG,2013,19328107.93,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EC,TOTAL,1,QUANTITY_IN_100KG,2023,24729869.93,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,090111,1,QUANTITY_IN_100KG,2013,954.35,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,090111,1,QUANTITY_IN_100KG,2023,1907.50,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,090112,1,QUANTITY_IN_100KG,2013,1.88,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,090112,1,QUANTITY_IN_100KG,2023,4.07,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,090121,1,QUANTITY_IN_100KG,2013,21502.71,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,090121,1,QUANTITY_IN_100KG,2023,33370.16,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,090122,1,QUANTITY_IN_100KG,2013,762.65,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,090122,1,QUANTITY_IN_100KG,2023,13.43,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,09019010,1,QUANTITY_IN_100KG,2013,1.52,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,09019010,1,QUANTITY_IN_100KG,2023,0.00,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,09019090,1,QUANTITY_IN_100KG,2013,9.25,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,09019090,1,QUANTITY_IN_100KG,2023,3.77,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,TOTAL,1,QUANTITY_IN_100KG,2013,87530747.72,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EE,TOTAL,1,QUANTITY_IN_100KG,2023,111089587.94,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EG,090111,1,QUANTITY_IN_100KG,2013,190.03,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EG,090111,1,QUANTITY_IN_100KG,2023,6.72,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EG,090112,1,QUANTITY_IN_100KG,2023,2.64,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EG,090121,1,QUANTITY_IN_100KG,2013,239.70,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EG,090121,1,QUANTITY_IN_100KG,2023,78.75,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EG,090122,1,QUANTITY_IN_100KG,2013,23.03,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EG,090122,1,QUANTITY_IN_100KG,2023,0.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EG,09019090,1,QUANTITY_IN_100KG,2023,0.12,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EG,TOTAL,1,QUANTITY_IN_100KG,2013,120567413.62,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EG,TOTAL,1,QUANTITY_IN_100KG,2023,154829988.30,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EH,TOTAL,1,QUANTITY_IN_100KG,2013,24.54,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EH,TOTAL,1,QUANTITY_IN_100KG,2023,292.45,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ER,090111,1,QUANTITY_IN_100KG,2013,0.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ER,TOTAL,1,QUANTITY_IN_100KG,2013,8737.08,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ER,TOTAL,1,QUANTITY_IN_100KG,2023,2889.45,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,090111,1,QUANTITY_IN_100KG,2013,82541.75,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,090111,1,QUANTITY_IN_100KG,2023,256527.34,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,090112,1,QUANTITY_IN_100KG,2013,13667.65,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,090112,1,QUANTITY_IN_100KG,2023,21934.91,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,090121,1,QUANTITY_IN_100KG,2013,78876.50,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,090121,1,QUANTITY_IN_100KG,2023,205632.45,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,090122,1,QUANTITY_IN_100KG,2013,6859.77,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,090122,1,QUANTITY_IN_100KG,2023,18812.41,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,09019010,1,QUANTITY_IN_100KG,2013,110.49,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,09019010,1,QUANTITY_IN_100KG,2023,8.16,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,09019090,1,QUANTITY_IN_100KG,2013,1774.34,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,09019090,1,QUANTITY_IN_100KG,2023,528.85,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,TOTAL,1,QUANTITY_IN_100KG,2013,732456758.70,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ES,TOTAL,1,QUANTITY_IN_100KG,2023,946600779.11,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ET,090111,1,QUANTITY_IN_100KG,2013,831724.22,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ET,090111,1,QUANTITY_IN_100KG,2023,591746.52,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ET,090112,1,QUANTITY_IN_100KG,2013,77.33,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ET,090112,1,QUANTITY_IN_100KG,2023,0.30,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ET,090121,1,QUANTITY_IN_100KG,2013,161.54,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ET,090121,1,QUANTITY_IN_100KG,2023,2789.61,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ET,090122,1,QUANTITY_IN_100KG,2013,0.19,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ET,090122,1,QUANTITY_IN_100KG,2023,1.16,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ET,09019010,1,QUANTITY_IN_100KG,2023,6.06,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ET,09019090,1,QUANTITY_IN_100KG,2013,0.02,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ET,09019090,1,QUANTITY_IN_100KG,2023,6.15,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ET,TOTAL,1,QUANTITY_IN_100KG,2013,1855960.73,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,ET,TOTAL,1,QUANTITY_IN_100KG,2023,1455102.64,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,090111,1,QUANTITY_IN_100KG,2013,26803305.92,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,090111,1,QUANTITY_IN_100KG,2023,26555745.09,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,090112,1,QUANTITY_IN_100KG,2013,61009.78,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,090112,1,QUANTITY_IN_100KG,2023,217539.69,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,090121,1,QUANTITY_IN_100KG,2013,544161.84,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,090121,1,QUANTITY_IN_100KG,2023,662042.23,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,090122,1,QUANTITY_IN_100KG,2013,41301.49,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,090122,1,QUANTITY_IN_100KG,2023,36492.33,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,09019010,1,QUANTITY_IN_100KG,2013,1172.24,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,09019010,1,QUANTITY_IN_100KG,2023,367.31,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,09019090,1,QUANTITY_IN_100KG,2013,1761.43,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,09019090,1,QUANTITY_IN_100KG,2023,1536.79,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,TOTAL,1,QUANTITY_IN_100KG,2013,15426675314.15,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_EXTRA,TOTAL,1,QUANTITY_IN_100KG,2023,14941992720.76,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,090111,1,QUANTITY_IN_100KG,2013,2890368.94,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,090111,1,QUANTITY_IN_100KG,2023,4806909.62,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,090112,1,QUANTITY_IN_100KG,2013,389315.14,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,090112,1,QUANTITY_IN_100KG,2023,295691.13,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,090121,1,QUANTITY_IN_100KG,2013,4843617.21,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,090121,1,QUANTITY_IN_100KG,2023,7540065.31,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,090122,1,QUANTITY_IN_100KG,2013,177006.77,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,090122,1,QUANTITY_IN_100KG,2023,278438.11,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,09019010,1,QUANTITY_IN_100KG,2013,6213.65,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,09019010,1,QUANTITY_IN_100KG,2023,7572.27,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,09019090,1,QUANTITY_IN_100KG,2013,74446.60,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,09019090,1,QUANTITY_IN_100KG,2023,90343.32,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,TOTAL,1,QUANTITY_IN_100KG,2013,14929215102.16,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,EU27_2020_INTRA,TOTAL,1,QUANTITY_IN_100KG,2023,15988430635.47,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FI,090111,1,QUANTITY_IN_100KG,2013,1706.12,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FI,090111,1,QUANTITY_IN_100KG,2023,4642.60,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FI,090112,1,QUANTITY_IN_100KG,2023,27.33,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FI,090121,1,QUANTITY_IN_100KG,2013,50177.66,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FI,090121,1,QUANTITY_IN_100KG,2023,30569.08,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FI,090122,1,QUANTITY_IN_100KG,2013,3.19,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FI,090122,1,QUANTITY_IN_100KG,2023,10.86,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FI,09019010,1,QUANTITY_IN_100KG,2023,0.00,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FI,09019090,1,QUANTITY_IN_100KG,2013,49.58,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FI,09019090,1,QUANTITY_IN_100KG,2023,19.44,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FI,TOTAL,1,QUANTITY_IN_100KG,2013,275546773.77,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FI,TOTAL,1,QUANTITY_IN_100KG,2023,272708904.07,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FJ,TOTAL,1,QUANTITY_IN_100KG,2013,326453.10,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FJ,TOTAL,1,QUANTITY_IN_100KG,2023,1002203.26,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FK,TOTAL,1,QUANTITY_IN_100KG,2013,541374.98,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FK,TOTAL,1,QUANTITY_IN_100KG,2023,694399.83,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FM,TOTAL,1,QUANTITY_IN_100KG,2013,23.08,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FM,TOTAL,1,QUANTITY_IN_100KG,2023,19.40,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FO,090121,1,QUANTITY_IN_100KG,2013,0.13,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FO,090121,1,QUANTITY_IN_100KG,2023,0.06,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FO,TOTAL,1,QUANTITY_IN_100KG,2013,1607190.63,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FO,TOTAL,1,QUANTITY_IN_100KG,2023,1872391.57,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,090111,1,QUANTITY_IN_100KG,2013,69150.82,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,090111,1,QUANTITY_IN_100KG,2023,86876.76,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,090112,1,QUANTITY_IN_100KG,2013,3923.26,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,090112,1,QUANTITY_IN_100KG,2023,4252.51,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,090121,1,QUANTITY_IN_100KG,2013,129343.79,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,090121,1,QUANTITY_IN_100KG,2023,407385.82,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,090122,1,QUANTITY_IN_100KG,2013,12469.00,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,090122,1,QUANTITY_IN_100KG,2023,46254.68,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,09019010,1,QUANTITY_IN_100KG,2013,181.45,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,09019010,1,QUANTITY_IN_100KG,2023,1592.47,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,09019090,1,QUANTITY_IN_100KG,2013,2355.81,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,09019090,1,QUANTITY_IN_100KG,2023,6628.33,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,TOTAL,1,QUANTITY_IN_100KG,2013,1231750352.76,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,FR,TOTAL,1,QUANTITY_IN_100KG,2023,1294893257.16,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GA,TOTAL,1,QUANTITY_IN_100KG,2013,24198905.81,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GA,TOTAL,1,QUANTITY_IN_100KG,2023,23617128.98,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,090111,1,QUANTITY_IN_100KG,2013,98051.99,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,090111,1,QUANTITY_IN_100KG,2023,5005.94,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,090112,1,QUANTITY_IN_100KG,2013,1932.93,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,090112,1,QUANTITY_IN_100KG,2023,44.46,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,090121,1,QUANTITY_IN_100KG,2013,141354.48,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,090121,1,QUANTITY_IN_100KG,2023,90024.41,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,090122,1,QUANTITY_IN_100KG,2013,2435.25,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,090122,1,QUANTITY_IN_100KG,2023,2364.83,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,09019010,1,QUANTITY_IN_100KG,2013,313.29,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,09019010,1,QUANTITY_IN_100KG,2023,13.11,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,09019090,1,QUANTITY_IN_100KG,2013,369.58,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,09019090,1,QUANTITY_IN_100KG,2023,97.60,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,TOTAL,1,QUANTITY_IN_100KG,2013,1093435241.50,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GB,TOTAL,1,QUANTITY_IN_100KG,2023,943061264.89,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GD,TOTAL,1,QUANTITY_IN_100KG,2013,9407.84,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GD,TOTAL,1,QUANTITY_IN_100KG,2023,4529.97,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GE,090121,1,QUANTITY_IN_100KG,2023,0.17,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GE,090122,1,QUANTITY_IN_100KG,2023,0.06,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GE,09019090,1,QUANTITY_IN_100KG,2023,8.74,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GE,TOTAL,1,QUANTITY_IN_100KG,2013,7501558.99,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GE,TOTAL,1,QUANTITY_IN_100KG,2023,4988562.39,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GH,090111,1,QUANTITY_IN_100KG,2013,13066.31,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GH,090111,1,QUANTITY_IN_100KG,2023,0.36,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GH,090121,1,QUANTITY_IN_100KG,2023,0.36,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GH,09019010,1,QUANTITY_IN_100KG,2023,0.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GH,09019090,1,QUANTITY_IN_100KG,2023,4.54,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GH,TOTAL,1,QUANTITY_IN_100KG,2013,39095489.51,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GH,TOTAL,1,QUANTITY_IN_100KG,2023,21733267.81,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GI,090111,1,QUANTITY_IN_100KG,2023,0.02,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GI,TOTAL,1,QUANTITY_IN_100KG,2013,9140033.65,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GI,TOTAL,1,QUANTITY_IN_100KG,2023,3035692.72,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GL,090111,1,QUANTITY_IN_100KG,2023,0.01,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GL,TOTAL,1,QUANTITY_IN_100KG,2013,1151548.13,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GL,TOTAL,1,QUANTITY_IN_100KG,2023,2229243.51,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GM,090111,1,QUANTITY_IN_100KG,2023,0.02,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GM,090121,1,QUANTITY_IN_100KG,2023,0.06,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GM,TOTAL,1,QUANTITY_IN_100KG,2013,25016.46,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GM,TOTAL,1,QUANTITY_IN_100KG,2023,402160.53,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GN,090111,1,QUANTITY_IN_100KG,2013,12844.43,
ESTAT:DS-045409(1.0),18/11/24 11:00:00,A,EU27_2020,GN,090111,1,QUANTITY_IN_100KG,2023,24383.48,
